CUST_ID,PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10,PC11,PC12,PC13,PC14,PC15
C17875,-1.438403769193292,0.3428312214232863,-1.25011612016138,0.747451157883585,-0.85574168640857,-0.29943717229471056,-0.034079566302827734,-0.8920756500283157,-0.7953465685736093,0.21767361074252292,-0.2619245599601442,-0.4139158592513973,-0.5498073504603685,0.006208089081206556,0.08249063660080803
C16296,0.08424356052400793,1.1391256579338194,0.34467681023066155,-0.750061263925806,0.7730196842065429,0.5884937660597841,-0.942072980710193,0.3653235881834139,0.05202778166567609,-0.2102831143827562,-0.136639361960647,-0.49897180565906574,-0.07829828473025333,-0.1413446556799856,0.03627900745327039
C17219,-1.015428265526993,-0.968138591190977,1.4483795983641534,-0.5009454939656253,0.03184596048975091,0.3194043195177786,-0.5461654555247147,-0.3447793522311542,0.4234303278523907,-0.9529429466650637,-0.08708081423415273,-0.35409078963159946,-0.14179804167306626,-0.1217796565380695,0.004062447449361152
C13108,0.04171062293916055,-1.017549930193678,0.16388322096271027,0.3945907047431236,1.7544934190452404,-0.35170346999074265,-0.6700752415900623,0.15600417639215433,-0.34657105767604374,-0.2944866061469939,0.3826804895432957,0.054958246609982164,0.21859572110796494,-0.1536825650240084,0.1319820927266155
C13576,1.5606338940915232,-2.1497523726242087,0.3851983688374385,-0.05800819896605862,-0.03932582630273093,0.12197097605996711,-0.4673270236762544,-0.5645433666859352,0.4353659035569218,-0.5586713625848736,0.13606031046967582,-0.684916555366944,-0.05613570924699568,0.42649546544456507,-0.04318739973207983
C14650,-1.7351626309314494,-0.568492698654929,0.3712098420630085,-0.06710259647023713,-0.4118549421073806,0.2907607216576357,-0.5951597529431165,0.04796724580209389,-0.00986246539474239,-0.5172577404973444,-0.038049326042618535,-0.0036801791036988676,0.18060649636387052,-0.13424659815248283,0.0013435302053676312
C16884,1.1936079832968995,2.1845672901904707,-1.5109647478202322,-2.986474529321911,0.7963755046870143,-1.4284077410929272,-0.5612992296734275,0.36832581986018587,0.12735038570654328,0.0047896661807226475,-0.07274611941074755,-0.5834413289337461,0.19681060380651616,0.856916602063272,1.9277029094813183
C12545,0.5216561406114978,-1.9954324579630036,2.1024858126255026,-0.8228484394965359,0.08939483739342616,-0.31983303174444133,-1.3594777742797355,-0.12671864610948588,-0.7093907117353999,-0.8503955714124157,0.15299822673711003,1.7661599523896907,-1.7222318056712462,0.7213128924717014,-0.2857617664935042
C12969,-0.21224855635766043,-1.3411945310707525,1.255433001513199,-0.33288620025778437,0.197610132626672,0.25657337698596616,-0.3133542683553227,-0.6817690426505337,0.051866462558395346,-0.8962112232044689,-0.07724096708465492,-0.3352586967406833,-0.356095427836693,0.035230671210264485,-0.028200812173172964
C16584,1.838102847322823,4.574992814707656,-0.5485253437971688,-1.375344494053213,0.9463233231402046,1.5247389512940985,-0.6949007820422423,0.21873891452053465,-0.6439037243215531,0.9873423196714497,-1.7049037408857333,-0.8561677705405238,-0.6971848572214343,0.2094369046978623,0.09791290566290146
C12915,0.06878755718497535,-1.6796599445937452,-1.4548314877346287,0.6401039912095438,1.6582719813120086,-0.017121829936974125,0.22387269064767612,1.4283415013283332,0.37445284281364943,0.32884947731082736,0.36316364598572326,0.3192808975536404,0.40929193828498595,-0.2176759152066096,-0.061097746430166036
C13874,-0.11702348592770483,1.8696975158220268,0.1891333266725339,-0.14764703348097855,0.10700921063517524,-1.7450710604054667,0.7880746790384309,-0.48031152981611386,0.642813993118374,0.4547665313617617,-0.726133240488507,0.510565691565988,0.255270422678008,0.6345823804935264,0.1847848757351478
