CUST_ID,PC1,PC2,PC3,PC4,PC5
C17875,-1.4384037691932905,0.34283122142329076,-1.2501161201613813,0.7474511578835888,-0.855741686408567
C16296,0.08424356052401127,1.139125657933819,0.34467681023066005,-0.75006126392581,0.7730196842065399
C17219,-1.0154282655269955,-0.968138591190974,1.4483795983641543,-0.5009454939656283,0.03184596048974815
C13108,0.041710622939158115,-1.0175499301936783,0.16388322096271185,0.3945907047431192,1.75449341904524
C13576,1.560633894091517,-2.149752372624213,0.3851983688374395,-0.05800819896605929,-0.039325826302732764
C14650,-1.73516263093145,-0.5684926986549232,0.3712098420630094,-0.06710259647023716,-0.4118549421073822
C16884,1.1936079832969055,2.1845672901904662,-1.5109647478202404,-2.986474529321911,0.7963755046870107
C12545,0.5216561406114919,-1.9954324579630045,2.102485812625503,-0.822848439496541,0.08939483739342294
C12969,-0.21224855635766435,-1.3411945310707525,1.2554330015131994,-0.3328862002577875,0.19761013262666982
C16584,1.8381028473228347,4.574992814707649,-0.5485253437971745,-1.375344494053217,0.9463233231402026
C12915,0.06878755718497175,-1.6796599445937466,-1.4548314877346262,0.640103991209543,1.6582719813120086
C13874,-0.11702348592769984,1.869697515822028,0.18913332667253221,-0.14764703348097655,0.10700921063517971
C11045,1.0525916532855335,-1.2834490358232902,-0.2767157115915032,0.900813422166702,-0.25144446674920407
C13074,-0.8732465746861806,-0.39450235129542016,0.45321878614082456,0.6331633025306654,0.17968543123613037
C15304,-0.41142375777652607,-1.6805561391266959,0.1433311387936302,-0.9928159893294304,-0.0758647986745684
C16327,-0.7585380448916982,-0.8103915406195772,-0.07433098462095074,0.8466345848822822,1.4095713470009834
C14255,0.70084046720687,1.3669485231260965,-0.6344345204151527,0.1327055884298101,1.3090314469748026
C12928,0.5160695796367649,3.0519666633988245,-1.1439402185606231,-0.0828402971318344,-0.8899180003076568
C11840,-0.5767924454373488,0.04480356043490357,0.2345378881559923,0.4827800262100457,0.8458145085074887
C10220,-0.1296051062253533,0.5543783520417591,-0.43668839480832294,1.4043117631306443,-0.7053057402628338
C16574,-0.9907457098393363,-0.017278684835223882,0.22411561758066376,1.1064209576427422,0.599854727292924
C10100,-1.1785951781230843,0.6666791635980723,1.004212510028482,0.9828258516688064,0.03309483936874614
C18361,-0.3538515315276815,0.33581364614078957,1.2768105989014085,-0.5846371421335089,0.0644554358498677
C13032,-0.463096765428121,0.6688518674391501,0.4428526208680801,1.2344669206780607,0.19449207325091616
C15804,1.0162183869394281,2.284330037013783,-0.6614896930823745,-0.08313882535724355,-0.41540014178244433
C16255,2.2584495300808483,-2.814382553025669,1.194664435498258,-0.18731582466085547,0.822612891010661
C16639,-1.9497558780905337,0.6176948428167046,-0.6961312237479704,0.5960020669057486,-0.7223122844951182
C17942,-1.5964269015114723,-0.8431787406655747,-0.23053368688741108,-0.12877815418692765,-0.9989654636135119
C12359,4.402474733975489,3.0064109214672454,0.6544841024580419,-2.021925491935642,0.737764938488732
C10760,3.710280752193621,-4.0697809038022745,-0.882231947897639,-0.1714571231650149,0.5064068846749324
C14370,3.193026419449958,2.7252894863518766,0.8912309882082633,2.618591047530677,-1.3493024368723356
C16872,-1.203054600024306,0.8479908095518301,0.2783739850173977,0.34685908254387166,0.7170001977257201
C18440,-1.710536595680132,0.1235469666711002,0.4626172206485887,0.7440682647317727,0.6005021807019016
C16826,-1.237611456471522,0.6814245895238258,0.45536347725974435,0.549028326278026,0.666848435311953
C11358,-1.3264605669469343,0.4360250293276947,0.48881837787935684,0.7218457719305,0.5762176012285634
C11331,0.7830047109413367,-2.3257111393690897,-2.487208121955018,0.5725729073515826,1.616779146027505
C11830,-0.5923772887752511,-0.8448022719718487,0.9577848520585048,-0.17734790293271782,-0.7637180143207521
C15999,0.1557270611078023,-1.5178751957543206,-0.39878971100190636,0.19674708468523147,0.2590945733996806
C18086,-0.6201511340941941,0.617009071816758,1.1931537224118205,-1.268332017288984,0.5804867840237138
C16931,0.029083623323432704,1.19498557624345,0.5523003757051467,1.0879611250229875,-0.41645791667017323
C15003,0.44511717160850794,-1.8468087130176922,-0.008846664054029382,0.01097949332029897,1.053249341902438
C16673,-0.5746680858783532,-2.0056236249982584,0.25786961857388835,-1.4579802786940654,-0.5338856964829721
C16454,0.8059201861445586,-0.9678366565558191,0.6227101313067785,0.4709652478775341,1.2516996975395556
C15956,3.0581515832225374,-2.0421915415680183,1.139819962867942,0.8543295492004611,0.4592749431962348
C16753,-0.9617460116177078,-1.7221278383414675,0.8688315095214485,-1.4541076008804907,-0.3568097943643794
C11905,0.5317897638338646,-1.6495619642762385,1.9709062829640662,-0.18735482106321752,-0.04527637804360964
C19124,-0.3944464482845711,0.5091835275020345,0.6741680072890184,-2.761584434786634,-0.2986557208565898
C16597,0.160303478959522,2.3234903500059088,-0.011461773121059934,-0.055067328494698496,0.42546707398104144
C16448,2.3287015620236575,-3.065272142121675,-3.6323003636108804,1.175162669320721,1.6832264055349564
C15645,-0.21028738180526776,-0.9687276322323046,-0.6076868032679528,1.2643612693123831,1.997728882008384
C17167,-1.334167349265365,-1.0159950469586037,0.1605808229062825,-0.3425572464643917,0.19465438631556353
C10231,-1.922493182391606,0.36256438184920475,-0.8356198328495559,-0.8569750258255976,0.2067433930362581
C10727,0.09873240738248476,1.7073762428215966,0.2545205532116672,0.7551181305931671,-0.08040960272319793
C16806,3.285567832725212,-0.28473064365957146,6.834254451756751,2.6713719154526494,-4.203190157720215
C17221,0.7991744832288574,-0.6224035397644334,2.3616980288722123,-1.1546021319892439,-1.7839754208981222
C17588,-0.8164691421088225,-1.1910917415811924,1.1776254494100653,-0.6951132466555334,-0.3147001406480206
C17257,-1.530883733707753,0.8491859727436545,-0.30970234788017525,0.5778083969038905,-0.41327768902369877
C12922,1.4359962261632342,3.243188340855946,-0.742910977712921,-0.3493201031027803,-1.019088538310075
C11182,0.2439846101926869,-1.3097136176371698,0.33084813077617165,0.5743268210007348,1.3243904945578908
C15896,0.5078957262517363,3.720974607891828,0.061334194250831545,-1.2103796366985464,1.2438809617968822
C14734,-1.2442350059185887,-0.26156843430662613,-1.306440175169468,-0.6516148830322364,1.297287808587413
C17005,-1.069353902580031,1.3129688685291436,-0.13544416411004917,0.21194964808980377,0.10870793962240505
C10763,-2.5152568003384137,-0.09881621124206552,-1.1685771550347803,0.7759411166351001,-1.5982056982627535
C13763,-1.3832011052282,-1.2581405568518658,-0.8120675644366403,-0.5602744385630282,-1.1318647998390983
C10645,5.984856593757708,-6.234198205105472,0.7391140948873522,-1.7913755484585072,0.06909217823181717
C13133,-1.7846188586216705,0.039159004732032564,-0.01320259567954539,0.8549242458083569,0.1779841036275154
C16760,-0.19416779770712153,-0.5317155701985111,-0.5373263965163171,1.479545384387449,0.908341080870422
C16082,-1.0341495608307216,1.197069905490122,0.36396417295731176,0.27761626769076825,0.519812916969163
C12728,-1.0804781410108533,0.8953915058210796,0.4418052837431024,0.5873959410569959,0.42942240540076976
C15164,3.2362240470580645,0.4303504829697921,-2.0276637289956385,-0.6687491381388895,0.47955622297012446
C18054,0.8184726767121511,1.555200936791805,-0.35575897870247475,-0.5702093817851682,1.3409854393514105
C18117,-0.30270640165937795,-1.2195255662298599,-2.3822166426142317,1.2223399996182993,-0.7150616481625384
C13862,-0.6035526761566753,1.3513010303419821,0.3487350891738181,-3.0734535028336794,0.350379454310417
C16226,0.6682398711974169,-1.2525445026927258,0.23166908319031593,1.0588657666184553,1.6104275212368528
C14278,-0.48546532382974894,0.7953673279658908,-0.11596387940162163,0.37168275143001267,1.1768610888858402
C11950,-0.9813642924278302,-0.32416394193249093,0.4064944430560453,0.5961454734835271,0.26665306716712167
C19184,-2.50493996745768,0.39782289459030135,-1.581562464616929,-1.252947344422368,-0.4474788975983165
C11342,1.2824159734330063,-0.5170338004069052,1.1170225787607568,1.4608325443564558,0.413337415345038
C18435,2.9871613334943388,-1.822448424053465,0.01579396207600602,1.0941729447291564,1.0671853568839977
C13538,-0.35235111410164166,-0.22342472864301832,0.20735863237717664,0.46065770458011673,0.46213638349379504
C17968,-2.0890863330360947,-0.17458441247289438,-0.5902316443346234,0.6712710970337797,-1.1094364800074985
C12092,0.27318458490627295,-1.8056167868760291,-1.8773782195255797,0.57940918625053,0.8591398441536079
