CUST_ID,PC1,PC2,PC3,PC4,PC5
C10001,-1.124773293275716,-2.447575090900883,0.49515759693630956,-1.1424276022993283,-0.043463151300049276
C10002,3.0540615962524713,0.19194960876275718,-0.07569447916071036,0.32084411651651507,1.679767049081985
C10003,-0.5423321077585751,1.5919931785641406,-2.7165512026333216,-1.5606622197621125,-0.5973920697456371
C10004,1.1157346318219863,-1.1988665380169135,-1.4985962815793594,-1.078873757772621,-0.31671087111263657
C10005,-0.04199801607996833,-1.3656899780593776,-0.6387464476695185,-1.8061129424253817,-0.16060001248860045
C10006,-0.6559105878578341,0.5917171101038936,1.946140959057093,-1.6836910580652127,0.1887896115686254
C10007,-3.462017158675652,3.54842385749875,-1.336244385794744,1.8676995128286609,0.9210763299093039
C10008,-1.2374945872737693,0.3477008125874609,2.117642059790605,-1.3162936996760273,0.004175360548878752
C10009,-0.9358495010330748,0.5271767246466776,-0.4488551679821168,-1.2175384691110471,0.20682507847456977
C10010,-0.9174931976027876,-0.9120757256062033,-2.471945448571817,-0.3576999025743835,1.0251045600831834
C10011,-1.1131188731794646,0.5757454353137755,2.5141236016364217,-1.592359069315178,-0.1736569748491456
C10012,-0.7636739677515726,-0.6971144138230898,-1.7756290579152372,-1.260874291373757,-0.37940732907981545
C10013,-2.060666507462504,1.5345871334977288,0.5074923361923208,-0.7480821455898227,-0.5496594072046426
C10014,-1.9473494842897145,1.6027827600921065,0.38302644995349955,-0.47163391077027256,0.23999652612649905
C10015,2.197222469813157,-0.7263606220305564,0.1552549971765051,-1.2800631028577973,0.5844093342644274
C10016,1.7061638156625458,1.948463194491225,1.9001263622572084,-0.14180533497843853,0.7643733814702893
C10017,2.7450242320249987,-1.6644435442671062,0.1583795763086427,0.8384095451684508,-1.4951183523337583
C10018,-2.1652652727409696,-2.1928247480996523,0.44658693816359335,0.24546450048146978,0.7887887606787659
C10019,-0.9019292063478183,1.6359584996323115,0.16655430318124806,-1.0813619028818227,0.7268477050451119
C10020,-0.4364107896593957,1.5711602967663805,2.346826231724275,-1.9675758865986464,0.3678121308255792
C10021,-0.2507723047281845,0.4846927301065512,2.0315413765169588,-2.419094129765493,-0.19229782442327667
C10022,0.3944902824557661,4.575262116757118,-0.24465477927078558,0.6472492650602951,-0.8581662882355884
C10023,-2.3034634121664976,-0.7033428279494562,1.5621045896225414,0.09614894644640908,0.5660738017960545
C10024,1.4954686768939536,3.254904376441586,0.7450208553387727,1.2585504304930202,0.6712913609471575
C10025,3.489401652753375,0.08790123398526255,0.245274859621829,-0.19957123855697975,0.4326241407509783
C10026,-1.9123872992825088,-0.592519519964841,1.8541218969267426,-0.8626785463998579,-0.03484157309416149
C10027,2.196979701743764,0.05316037398967526,-0.5277719592415757,-0.6317446304229769,-0.4228189795864469
C10028,-1.9460986743208197,-1.059200173853982,2.0402111855825904,-1.0531800273418326,-0.5558871739512203
C10029,3.150625463464338,2.725544481892773,0.597886669081537,1.1352979894439401,0.04977649584370599
C10030,-1.39038268134566,-1.2354804036654568,0.6482757155623278,-0.881409506466206,0.5819233919497384
C10031,1.723154274518498,4.445303640522742,1.424770630411763,0.9107065600915868,0.09640510364622498
C10032,-0.4804755117138044,1.7262810504243804,1.1904054850302723,0.34762138061201575,-0.4025497550069759
C10033,2.651574871102245,1.5553002393223607,-0.8875921702731295,-0.7864257866471347,0.5877610025972815
C10034,-1.5723828219097151,-0.16030702001298866,-2.376862180569057,-0.8183462032204959,-1.0985403245605334
C10035,-0.39002813377456663,2.4472922002014035,1.786534031273243,-1.0522026286609947,1.794170279034086
C10036,1.813911177839411,-1.3606464458374097,0.22314206391763597,-1.392621805106948,0.17114780952705078
C10037,4.676856714049082,0.6558946483791251,0.37403289093011666,0.6911536894968671,0.5089386805520487
C10038,0.9585073715238236,3.223791380742434,0.47266189225952654,0.47751132565668053,-0.7833186873701977
C10039,3.291735734612527,1.3517912447687024,-0.6853850515168766,-0.3147541814273077,0.39683477295172653
C10040,2.10191596467918,1.3065276044108,-1.7186994297723648,2.005226410719363,1.9674081992194496
C10041,2.22526248367128,-1.3548528967549511,-0.12367349241559782,0.5923369591942382,1.0689243548964527
C10043,0.5408962677482217,1.579858879490748,-0.061511912385499704,0.9570483602709411,-0.5982264502019462
C10044,0.6827115230241558,0.28443044536526735,-1.01225371927318,-2.2708826844491274,0.28243501580145464
C10045,1.8826344709551557,-1.5926854030158746,0.20869889506609757,-1.054864614818679,0.09409803103033729
C10046,-1.3093682532450805,2.702199825647924,0.6163734266278957,-1.2121692443215208,-0.048673407204427796
C10047,1.2605859412048785,0.46034520451995936,1.192915114666103,-1.7453018643858014,-1.2796509271458907
C10048,0.5118700724225649,-2.3457754105652975,0.7417885111953891,1.37727736017848,-1.7460516810180917
C10049,3.594416190776581,-1.0731106352206552,0.6094305404476408,-0.8647701120927948,-0.39610879958849365
C10050,-3.596617401668049,2.113912081065099,-0.19990392252780204,1.3487306940100918,0.15462361907392255
C10051,1.2349147113264105,-0.09896119935322503,-1.1901125139416342,-0.3990270661275211,-0.07766481533352755
C10052,3.3552431353187413,3.0180988418777717,-0.13717363947250663,3.1474723393208315,-1.4976091227003334
C10053,-1.506114046105356,1.9251293657485054,-0.3521989702891514,-1.2924780466578591,-0.8083054965475973
C10054,2.5478055714224674,-0.8586733477093975,0.14894787164965742,-0.5773545077766564,0.5596529134389148
C10055,0.40528452571817913,0.4167413182824051,-2.2614918386577005,1.5407107041963304,-1.6040802562895558
C10056,-2.221193513942001,-2.153064557100781,1.1438990778914544,-0.2868237671052836,0.03710932888545927
